state_x,state_y,carrying,wall_up,wall_down,wall_left,wall_right,action,q_value
8,13,1,0,0,0,0,0,451.222135
9,13,1,0,0,0,0,0,472.667746
10,13,1,0,1,0,0,1,447.52652
9,13,1,0,0,0,0,3,472.71434
9,12,1,0,0,0,0,0,528.422131
11,12,1,0,0,1,1,0,482.322584
12,12,1,0,1,0,0,3,454.908993
13,13,1,0,0,1,1,0,407.055372
14,13,1,0,0,0,0,0,407.570832
15,13,1,0,0,1,1,0,363.890027
16,13,1,0,0,0,1,0,331.00568
17,13,1,0,0,0,0,0,79.930007
2,18,1,0,1,0,0,1,275.305852
10,14,0,0,0,0,0,0,408.456801
11,14,0,0,0,1,0,0,413.906566
15,16,1,1,1,0,0,3,358.641102
17,16,0,1,0,0,0,2,282.476
16,17,0,0,0,1,0,0,293.86887
16,17,0,0,0,1,0,2,238.994598
16,18,0,1,1,0,0,2,191.612992
16,19,0,0,0,0,1,1,258.311428
15,19,0,0,0,1,1,1,289.942241
14,19,0,0,0,0,1,1,315.066451
13,19,0,0,0,1,1,1,333.918853
12,19,0,0,0,0,1,1,351.278731
11,19,0,0,0,0,1,3,355.140114
10,4,0,0,0,0,0,0,345.490307
5,7,0,0,0,0,1,0,317.653718
2,7,0,0,0,0,0,0,270.519953
4,11,1,0,0,0,0,0,382.73874
5,11,0,0,0,0,1,0,358.818419
15,15,1,0,0,1,0,1,381.04594
7,12,0,0,0,1,0,2,399.559824
7,13,0,0,0,0,0,2,378.291616
7,14,0,1,0,0,0,3,390.502609
4,13,0,0,0,0,0,3,318.630175
4,12,0,1,1,0,0,2,332.347536
0,11,0,1,1,0,0,3,283.524844
3,1,0,0,0,0,1,0,296.598181
3,1,0,0,0,0,1,1,286.53095
2,1,0,1,0,0,0,2,271.038162
2,9,1,0,0,0,0,2,313.427239
0,12,1,1,0,0,0,2,300.112287
0,13,1,1,1,0,0,2,293.590289
9,15,0,0,0,0,0,3,420.957724
15,1,0,0,0,0,1,0,298.102691
16,1,0,0,1,0,0,1,313.799134
6,5,0,0,0,1,1,0,319.510625
3,5,0,0,0,1,1,0,271.139272
0,4,1,1,0,0,0,0,277.221683
0,7,0,1,0,0,0,0,271.379577
7,16,1,1,0,0,0,2,356.20859
12,18,1,0,1,0,0,1,403.343963
8,2,0,0,0,0,0,2,370.138799
13,5,0,0,0,1,1,0,320.351317
14,7,1,0,0,1,0,1,387.962279
13,7,1,0,0,1,1,1,395.870507
9,7,0,0,0,0,0,1,348.790564
8,7,0,0,0,0,0,0,370.942002
11,8,1,0,0,0,0,0,389.573969
12,8,1,0,1,0,0,1,408.158997
10,10,1,0,0,0,0,3,415.032113
13,11,1,0,0,0,1,1,467.103414
10,15,1,0,0,0,0,1,406.787307
9,18,1,0,0,0,0,0,381.145775
9,14,0,0,0,0,0,1,399.246954
8,14,0,0,0,0,0,1,380.912468
7,14,0,1,0,0,0,2,368.190635
8,15,0,0,0,0,0,3,403.710385
8,15,0,0,0,0,0,0,418.958565
0,13,1,1,1,0,0,3,313.170691
1,10,0,0,0,0,1,3,301.144955
2,3,1,1,0,0,0,2,298.941385
15,10,1,0,0,0,0,3,374.412397
14,11,0,0,0,0,0,2,369.433058
14,12,0,1,1,0,0,3,382.69187
5,10,1,0,0,0,0,1,349.301543
4,10,0,0,0,0,0,3,282.048872
0,8,0,1,0,0,0,0,285.116248
1,8,0,0,0,0,0,1,291.45735
12,3,0,1,0,0,0,0,326.361295
11,5,0,0,0,0,1,3,357.933944
10,7,0,0,0,0,0,0,376.404451
15,10,1,0,0,0,0,1,404.333011
14,10,0,0,0,0,0,2,389.894408
17,15,1,0,0,0,0,1,349.939119
15,15,0,0,0,1,0,2,321.297574
15,16,0,1,1,0,0,3,352.643735
4,17,0,0,0,1,0,2,273.231766
4,18,0,1,1,0,0,3,287.62671
4,11,0,0,0,0,0,0,333.247772
2,9,0,0,0,0,0,3,297.590226
1,9,0,0,0,0,0,0,318.066565
2,2,0,0,1,0,0,3,285.496313
6,7,0,0,0,1,0,0,328.988302
7,7,0,0,0,0,1,0,350.130796
8,7,0,0,0,0,0,1,330.128979
7,7,0,0,0,0,1,3,316.810332
2,9,0,0,0,0,0,0,297.500886
9,0,0,0,0,1,0,2,389.84944
12,7,1,0,0,0,0,0,380.881693
12,7,1,0,0,0,0,2,391.777678
12,8,1,0,1,0,0,3,406.768421
14,10,1,0,0,0,0,3,386.640945
10,12,1,0,0,0,0,2,474.669472
17,15,0,0,0,0,0,0,286.13529
18,15,0,0,0,0,0,1,302.883089
10,18,1,0,0,0,0,3,383.495036
5,17,0,0,0,0,1,0,318.366887
5,10,1,0,0,0,0,3,348.712711
3,7,0,0,0,1,1,0,285.802702
2,18,1,0,1,0,0,2,268.512681
3,0,1,0,0,1,0,2,317.573903
3,1,1,0,0,0,1,0,325.896943
4,1,1,0,0,0,0,0,343.22316
10,5,1,0,0,0,0,2,386.086764
10,6,1,0,1,0,0,2,407.403691
14,11,1,0,0,0,0,1,442.858906
8,13,0,0,0,0,0,3,417.675241
8,12,0,0,0,0,0,0,456.198153
5,15,0,0,0,1,0,2,308.739949
5,16,0,1,1,0,0,3,325.263687
0,10,0,1,0,0,0,0,295.903867
8,6,0,0,0,0,0,1,316.289959
2,8,0,0,1,0,0,1,285.28231
9,16,1,0,0,0,0,2,375.805605
9,4,0,0,0,0,0,0,357.615207
9,2,1,0,0,0,0,2,406.001619
11,8,0,0,0,0,0,1,393.893001
12,11,1,1,0,0,0,0,443.600577
14,11,1,0,0,0,0,2,409.222829
14,12,1,1,1,0,0,2,416.727005
10,17,1,0,0,0,0,1,371.315421
6,11,0,0,1,0,0,2,378.871236
5,10,1,0,0,0,0,0,365.407704
6,10,1,0,0,0,0,1,366.889711
15,19,1,0,0,1,1,0,282.961862
16,19,1,0,0,0,1,0,268.76124
17,19,1,0,0,1,1,0,252.270989
18,19,1,0,0,0,1,1,268.748656
17,19,1,0,0,1,1,1,283.945983
18,19,1,0,0,0,1,3,270.549063
18,18,1,1,0,0,0,3,287.392556
11,15,0,0,0,0,1,0,415.022964
12,15,0,0,0,0,0,0,391.692871
4,3,1,0,0,0,0,3,327.478603
4,2,1,1,1,0,0,3,345.84375
4,1,1,0,0,0,0,1,324.252309
2,1,0,1,0,0,0,0,281.208999
2,1,0,1,0,0,0,3,295.969824
10,4,1,0,0,0,0,3,396.608294
12,9,0,0,0,0,0,1,417.70703
11,9,0,0,0,0,0,0,444.981353
8,12,1,0,0,0,0,0,492.434678
7,15,0,0,0,0,0,2,362.662046
2,9,1,0,0,0,0,3,289.992965
2,8,1,0,1,0,0,3,305.672146
2,7,1,0,0,0,0,3,289.223279
2,7,1,0,0,0,0,2,288.602534
2,8,1,0,1,0,0,1,293.779193
1,8,1,0,0,0,0,0,288.984558
2,8,1,0,1,0,0,2,296.87345
2,9,1,0,0,0,0,0,313.225759
5,9,1,0,0,1,0,0,347.878964
6,9,1,0,0,0,0,1,349.093334
10,16,1,0,1,0,0,1,385.545646
8,16,0,0,0,0,0,3,391.520997
15,13,1,0,0,1,1,1,411.055803
10,11,1,0,1,0,0,1,449.113732
13,10,0,0,0,0,0,3,418.900154
12,9,0,0,0,0,0,0,410.855457
11,9,0,0,0,0,0,3,393.328793
14,3,0,0,0,0,0,3,318.223737
2,5,0,0,0,0,0,0,279.120868
9,16,1,0,0,0,0,3,406.882081
2,1,1,1,0,0,0,3,295.240363
4,0,1,0,0,1,0,2,333.194799
12,0,0,0,0,1,0,2,367.408996
1,17,1,0,0,1,0,1,289.113827
1,17,1,0,0,1,0,2,268.879727
4,9,1,0,0,0,0,2,349.177856
3,10,1,0,0,0,0,1,313.621966
4,10,1,0,0,0,0,3,330.39586
0,13,0,1,1,0,0,3,280.936092
7,13,1,0,0,0,0,3,433.676432
7,12,1,0,0,1,0,0,462.740498
8,12,1,0,0,0,0,1,434.369646
7,12,1,0,0,1,0,1,402.032523
6,12,1,1,0,0,0,0,433.041006
8,11,1,1,0,0,0,3,406.428418
8,10,1,0,0,0,0,1,384.78609
7,10,1,0,0,0,1,3,365.036419
7,9,1,0,0,1,0,0,384.741226
8,9,1,0,0,0,0,0,398.216998
9,9,1,0,0,0,0,0,415.034004
10,9,1,0,0,0,0,1,398.259613
9,9,1,0,0,0,0,1,385.046617
8,9,1,0,0,0,0,1,364.964346
7,9,1,0,0,1,0,2,385.224631
7,9,1,0,0,1,0,1,347.655006
6,9,1,0,0,0,0,0,365.0817
8,9,1,0,0,0,0,3,369.806644
8,7,1,0,0,0,0,0,378.221983
9,7,1,0,0,0,0,1,357.026846
10,7,1,0,0,0,0,1,373.913139
7,5,0,0,0,0,0,0,336.712273
8,5,0,0,0,0,0,2,334.403665
7,13,0,0,0,0,0,0,393.886373
17,15,0,0,0,0,0,2,296.479674
1,15,0,0,0,0,1,0,322.526968
6,11,1,0,1,0,0,2,398.279305
1,12,1,0,0,1,1,1,296.659864
2,12,1,0,1,0,0,3,316.306594
3,13,1,0,0,1,1,1,339.003712
12,19,1,0,0,0,1,3,370.701011
12,18,1,0,1,0,0,2,351.74161
18,17,1,0,0,0,0,3,298.316565
2,1,1,1,0,0,0,0,315.049299
6,2,0,1,0,0,0,3,326.789643
14,0,0,0,0,1,0,2,334.66061
7,17,0,0,0,0,1,3,347.283892
0,5,0,1,0,0,0,0,262.771761
0,12,0,1,0,0,0,0,301.032989
1,14,0,0,0,1,0,2,293.853223
1,18,1,0,0,0,0,1,268.824995
2,2,1,0,1,0,0,3,301.994629
4,11,0,0,0,0,0,3,320.228408
4,10,0,0,0,0,0,1,311.305952
0,18,1,1,0,0,0,3,284.474146
9,12,0,0,0,0,0,3,430.822718
9,11,0,0,0,0,0,0,482.164303
10,4,0,0,0,0,0,1,368.143916
9,4,0,0,0,0,0,3,381.52271
10,8,0,0,0,0,0,2,398.005858
10,9,0,0,0,0,0,2,403.535687
8,17,0,0,0,0,0,2,344.552015
8,18,0,1,0,0,0,3,356.844859
2,17,0,0,0,0,0,1,269.005663
0,16,0,1,1,0,0,3,299.077725
10,13,1,0,1,0,0,3,503.669906
16,13,1,0,0,0,1,1,384.095286
16,13,1,0,0,0,1,3,272.867737
16,12,1,1,0,0,0,0,148.317538
17,12,1,0,0,1,0,0,87.183331
18,12,1,0,0,0,0,2,70.604611
12,1,1,1,0,0,0,0,368.647863
14,1,0,0,0,0,0,3,322.865989
17,7,1,0,0,0,1,0,200.54002
18,7,1,0,0,0,0,1,285.83568
17,6,0,1,0,0,0,0,256.114544
18,6,0,0,0,0,0,1,269.706386
16,12,1,1,0,0,0,3,284.232105
16,11,1,0,1,0,0,1,215.917409
10,10,1,0,0,0,0,1,416.768305
9,10,1,0,0,0,0,1,405.931752
7,10,1,0,0,0,1,1,366.876552
6,10,1,0,0,0,0,2,380.780154
10,18,0,0,0,0,0,1,360.187832
9,18,0,0,0,0,0,1,344.490995
1,17,0,0,0,1,0,0,281.323835
2,17,0,0,0,0,0,0,276.625701
8,13,1,0,0,0,0,1,401.604833
7,12,1,0,0,1,0,2,402.399133
6,10,1,0,0,0,0,3,349.583543
7,7,1,0,0,0,1,1,327.113064
5,6,1,1,1,0,0,3,315.473634
14,13,1,0,0,0,0,3,410.590479
3,15,0,0,0,1,1,0,308.268383
0,9,1,1,0,0,0,3,286.923177
7,10,1,0,0,0,1,0,405.728863
6,9,1,0,0,0,0,2,367.004082
6,10,1,0,0,0,0,0,385.015752
8,9,1,0,0,0,0,2,406.043264
8,8,1,1,0,0,0,2,390.322637
8,10,1,0,0,0,0,3,393.632293
7,5,0,0,0,0,0,3,337.399056
7,4,0,1,0,0,0,2,319.521479
5,5,0,0,0,1,0,2,285.048304
5,6,0,1,1,0,0,3,286.389747
11,4,0,0,0,1,0,0,358.25065
12,5,0,0,0,0,0,2,364.495727
14,13,0,0,0,0,0,3,364.448937
14,12,0,1,1,0,0,2,380.872607
4,10,1,0,0,0,0,2,346.261514
10,15,0,0,0,0,0,0,416.330735
13,3,0,0,0,1,1,0,310.595764
10,13,1,0,1,0,0,2,443.947438
17,15,1,0,0,0,0,0,313.883547
18,15,1,0,0,0,0,2,295.738889
18,16,1,0,0,0,0,1,170.921218
16,5,0,0,0,1,1,0,273.837163
11,8,0,0,0,0,0,2,408.844173
14,9,1,0,0,0,0,2,408.008661
5,3,0,0,0,1,1,0,335.659523
0,5,1,1,0,0,0,2,269.181858
0,6,1,1,1,0,0,3,259.670679
6,19,1,0,0,0,1,1,301.622669
5,19,1,0,0,1,1,1,279.488219
7,17,1,0,0,0,1,1,357.268405
12,11,1,1,0,0,0,3,461.960981
9,12,1,0,0,0,0,2,446.639138
9,13,1,0,0,0,0,2,428.433443
17,15,1,0,0,0,0,3,302.945907
17,13,0,0,0,0,0,0,311.997589
2,15,0,0,0,0,0,0,299.690441
2,14,1,0,1,0,0,2,308.926414
4,11,1,0,0,0,0,3,349.294767
5,11,1,0,0,0,1,1,353.725756
0,17,1,1,0,0,0,2,270.412031
7,17,0,0,0,0,1,0,359.373996
8,4,1,0,0,0,0,2,364.52678
4,17,0,0,0,1,0,0,303.169662
15,0,0,0,0,1,0,2,312.736986
13,1,0,0,0,0,1,3,340.846136
14,3,1,0,0,0,0,3,347.303623
14,2,1,1,1,0,0,2,358.836734
11,4,0,0,0,1,0,2,359.105077
11,2,1,0,0,1,1,1,405.731582
10,1,1,0,1,0,0,3,370.047224
10,0,1,0,0,1,0,1,353.778469
9,0,1,0,0,1,0,1,356.742978
8,0,1,0,0,1,0,2,380.15372
8,1,1,1,0,0,0,2,397.683484
14,14,1,1,1,0,0,2,382.909132
11,14,0,0,0,1,0,2,418.207737
4,15,0,0,0,0,1,3,319.50462
4,14,0,1,1,0,0,2,308.190473
0,14,1,1,0,0,0,3,310.077482
4,9,1,0,0,0,0,1,313.538625
3,9,1,0,0,1,0,1,296.758872
4,7,0,0,0,1,0,2,273.485542
4,8,0,1,1,0,0,3,280.744704
6,3,0,0,0,0,1,3,336.824654
9,7,1,0,0,0,0,0,396.473224
10,7,1,0,0,0,0,2,394.349951
6,11,0,0,1,0,0,3,352.58444
6,10,0,0,0,0,0,0,374.592808
7,10,0,0,0,0,1,0,396.102757
8,10,0,0,0,0,0,0,415.327615
9,10,0,0,0,0,0,0,422.83263
10,10,0,0,0,0,0,1,415.215029
9,10,0,0,0,0,0,1,397.523602
8,10,0,0,0,0,0,1,374.798781
7,10,0,0,0,0,1,1,352.810423
6,10,0,0,0,0,0,1,341.477234
16,17,1,0,0,1,0,2,299.653433
16,18,1,1,1,0,0,3,317.225089
17,17,1,0,0,0,1,1,321.687293
6,1,0,0,1,0,0,1,301.840514
12,15,0,0,0,0,0,2,396.783422
9,11,1,0,0,0,0,0,484.389872
11,18,1,0,0,0,0,2,378.948867
5,17,0,0,0,0,1,3,310.254663
4,3,0,0,0,0,0,0,318.145928
11,0,1,0,0,1,1,1,376.52728
10,0,1,0,0,1,0,0,357.275292
9,4,0,0,0,0,0,1,340.58747
8,4,0,0,0,0,0,1,337.403228
7,5,0,0,0,0,0,2,316.385838
4,8,0,1,1,0,0,2,284.616967
0,3,1,1,1,0,0,2,274.103083
1,4,1,0,0,1,0,1,273.903898
17,5,1,0,0,0,0,0,294.608934
18,5,1,0,0,0,0,1,313.319338
9,3,0,0,0,0,0,2,374.458823
12,2,1,0,1,0,0,3,392.52232
9,1,0,0,0,0,0,1,366.723379
8,1,0,1,0,0,0,2,371.053229
9,8,1,0,0,0,0,3,381.981815
9,7,1,0,0,0,0,2,346.680755
9,18,1,0,0,0,0,2,338.718164
7,2,1,0,0,1,0,0,409.133143
14,3,1,0,0,0,0,2,353.278997
13,11,0,0,0,0,1,0,384.301221
9,17,0,0,0,0,0,3,393.007364
6,15,0,0,0,1,1,0,368.466106
1,10,0,0,0,0,1,0,318.754835
4,4,1,1,1,0,0,2,300.15833
7,3,0,0,0,0,0,2,339.448215
7,4,0,1,0,0,0,0,352.708707
1,7,1,0,0,1,0,2,286.884439
0,10,1,1,0,0,0,3,276.510935
9,19,1,0,0,0,1,3,357.113223
10,14,1,0,0,0,0,3,473.884693
4,4,0,1,1,0,0,3,299.894036
18,15,1,0,0,0,0,1,331.446205
14,11,1,0,0,0,0,3,401.905456
13,11,1,0,0,0,1,3,428.603561
2,13,1,1,0,0,0,3,335.915779
2,11,1,1,0,0,0,3,313.741533
1,7,0,0,0,1,0,2,284.88802
9,13,0,0,0,0,0,2,421.539334
10,8,0,0,0,0,0,1,361.531676
9,8,0,0,0,0,0,3,210.540203
10,6,1,0,1,0,0,1,362.440104
4,3,1,0,0,0,0,2,313.696806
2,17,0,0,0,0,0,2,277.416393
2,18,0,0,1,0,0,1,273.194557
6,17,0,0,0,1,0,2,310.124252
6,18,0,1,1,0,0,3,320.824579
4,13,1,0,0,0,0,3,333.920088
4,12,1,1,1,0,0,3,353.038302
8,8,1,1,0,0,0,0,377.294599
8,7,1,0,0,0,0,2,370.086826
8,6,0,0,0,0,0,2,350.566795
9,7,0,0,0,0,0,2,373.704468
9,8,0,0,0,0,0,0,380.757056
10,6,1,0,1,0,0,3,364.098811
9,4,1,0,0,0,0,0,379.456987
6,1,1,0,1,0,0,2,357.934656
13,13,1,0,0,1,1,1,438.396953
12,16,0,1,1,0,0,2,377.068322
16,1,0,0,1,0,0,3,281.261778
16,0,0,0,0,1,0,1,302.638075
0,8,1,1,0,0,0,3,287.817366
0,7,1,1,0,0,0,2,286.580995
7,12,0,0,0,1,0,0,410.480357
9,12,0,0,0,0,0,2,444.932128
10,9,0,0,0,0,0,1,380.08651
9,9,0,0,0,0,0,0,394.268891
4,1,0,0,0,0,0,2,286.939511
12,3,1,1,0,0,0,2,356.166529
11,15,0,0,0,0,1,3,403.052913
9,16,0,0,0,0,0,2,374.650059
12,10,0,0,0,0,0,0,393.863208
3,7,1,0,0,1,1,1,305.492867
6,7,1,0,0,1,0,2,333.161564
6,8,1,1,1,0,0,2,351.516131
11,17,1,0,0,1,0,2,382.741777
13,11,0,0,0,0,1,3,413.209899
13,1,1,0,0,0,1,1,389.103014
12,1,1,1,0,0,0,3,373.745292
0,6,1,1,1,0,0,2,284.583789
0,7,1,1,0,0,0,0,302.366068
1,15,0,0,0,0,1,3,298.259856
11,12,1,0,0,1,1,1,476.911945
8,4,1,0,0,0,0,0,379.691894
9,4,1,0,0,0,0,3,394.571336
12,2,1,0,1,0,0,2,394.123353
18,12,1,0,0,0,0,0,25.021819
19,12,1,0,1,0,0,1,48.832119
9,16,0,0,0,0,0,3,410.740668
4,18,1,1,1,0,0,2,279.192422
4,19,1,0,0,0,1,3,289.866223
11,18,0,0,0,0,0,0,353.11973
12,18,0,0,1,0,0,3,375.887273
10,3,1,0,1,0,0,3,414.302299
0,15,0,1,0,0,0,0,300.377946
15,3,1,0,0,1,1,1,369.92792
14,10,1,0,0,0,0,2,423.762651
9,17,0,0,0,0,0,2,361.548971
5,16,0,1,1,0,0,2,302.763425
0,18,0,1,0,0,0,3,281.059261
10,3,1,0,1,0,0,2,376.872824
18,16,0,0,0,0,0,1,298.903458
3,1,1,0,0,0,1,1,308.573297
8,10,1,0,0,0,0,0,417.017118
9,10,1,0,0,0,0,0,440.188794
8,10,1,0,0,0,0,2,427.895559
9,18,1,0,0,0,0,3,372.668662
0,17,1,1,0,0,0,3,271.374701
10,8,0,0,0,0,0,3,383.73586
15,0,0,0,0,1,0,0,282.446879
16,0,0,0,0,1,0,0,-0.5
17,0,0,0,0,1,1,1,8.342661
6,0,0,0,0,1,0,2,316.001566
3,3,1,0,0,1,1,1,306.813785
2,5,0,0,0,0,0,3,276.061279
9,17,1,0,0,0,0,3,390.618568
8,6,0,0,0,0,0,3,336.813976
8,5,0,0,0,0,0,0,355.687321
9,5,0,0,0,0,0,1,336.559664
8,5,0,0,0,0,0,3,354.177266
17,5,1,0,0,0,0,3,275.270745
17,4,1,1,0,0,0,0,293.377881
18,4,1,0,0,0,0,3,311.088784
14,3,0,0,0,0,0,2,301.049451
14,4,0,1,1,0,0,2,320.165774
8,18,1,1,0,0,0,0,355.813357
3,10,0,0,0,0,0,3,301.494814
3,9,0,0,0,1,0,0,294.298313
8,4,0,0,0,0,0,2,336.767727
8,5,0,0,0,0,0,1,319.413986
1,8,0,0,0,0,0,3,273.795771
11,17,1,0,0,1,0,1,384.24347
